Date,total,total,total,total,total,total,total,total,total,total,total,total,total,total,total,total,total,total,total,total,total,total,total,total,total,total,total,total,total,total,total,total,total,total,total,total,total,total,GDPA,GDPQ,GDPM,45,46,49,52,55,56,58,59,60,61,62,63,69.1,69.2,70.2,71,72,73,74,77,78,79,80,81.2,82,85,90,95,96,NSA,NSA,NSA,NSA,NSA,NSA,NSA,NSA,NSA,NSA,A,B,C,D,E,F,G,H,I,J,L,M,N,O,P,Q,R,S,"Food, drink and tobacco1",Clothing and footwear,Household goods1,Other non-food1
Dec-12,246.9,852,899.5,1328.8,301,378,241.1,64.5,429.9,777.3,732.4,381.6,640.8,160.9,208.2,516.6,392,1085.4,1426.1,387.2,336.5,472.3,2003.5,343,1781.3,1058.8,2992.1,4047.1,547.4,2070.5,151.1,435.8,672,64,353.2,821.2,130,1393.3,,,92,8932.4,71701,2849.1,3894.5,1456.6,4886.7,1536.3,1538,917.2,5034.1,5999.2,979.3,2257.8,1728.1,3600,4013.5,1385.6,2235,1271.7,2008.5,3212,1605.9,591.4,617.1,3398.6,3519.2,708.1,290.3,488.8,21,12.49,21.75,255.4,58.98,17.26,12.18,19.41,289.86,57.39,0.28,0.02,-0.28,0.13,-0.37,-0.14,-0.12,-0.31,0.19,-0.2,0.06,-0.12,-0.13,-0.03,0.03,0.25,-0.13,-0.09,110.6,124.8,113.3,118.5
Jan-13,316.5,759.5,792.3,1317.6,244.5,457.1,213,77.4,499.5,894.8,827.4,398.8,789.3,198.1,265.7,443.4,428.6,1274,1685.4,479,337.6,586.5,2298.8,164.3,1400.5,1065.7,2449.5,4835.2,306.5,1526.5,171,456.9,723.5,101.1,250.8,677.9,135.1,1602.7,,,92.3,10787.2,72420.6,2856.8,4039.6,1226.2,3944.2,1456,1150.5,924.8,5171.9,5252.8,941.3,2471,1942.7,3475.2,3781.2,1444,1982.4,1048.4,2065.4,3123.3,1670.6,551.7,559.9,3082.8,3743.8,562.2,262.8,479,23.25,14.1,23.31,236.7,58.96,18.72,13.75,22.85,270.2,57.5,-0.34,-0.07,0.08,0.15,0.16,-0.12,-0.08,-0.02,-0.47,0.02,-0.11,-0.03,-0.05,0.12,-0.02,-0.08,-0.06,-0.02,90.1,73.9,81.9,66.7
Feb-13,415.1,718.5,725.6,1252,248.5,421.9,227,76.7,536.3,814.2,836.1,424.8,823.4,183.5,264.6,423.5,422.2,1151.8,1717.3,473.1,436.5,612.1,2296.8,180.4,1339.8,1100.6,2635.6,5034.2,329.8,1797,183.5,471.4,741.6,84.5,296.9,721.2,136,1576.8,,,93,9949.3,69137.5,2870.7,3872.9,1326.8,4104.5,1490.2,1245.9,1032.6,5205.6,5338.4,830.6,2292.2,1793,3635.6,3768.5,1551.9,2045.7,1036.8,1910.8,3172.7,1765.9,532.6,538.4,3076.7,3277.4,595.9,254.7,460.4,24.53,15.83,26.75,270.73,58.73,20.63,15.31,24.75,302.97,57.38,-0.11,-0.09,-0.03,-0.14,-0.03,0.03,0.02,-0.03,0.29,-0.13,-0.06,0.03,-0.06,-0.3,-0.08,-0.33,-0.06,0.09,94.4,71.8,78.5,74
Mar-13,462.9,815.1,817.5,1372.5,312.2,451.3,226.5,79.4,621.7,868.1,974.9,447.4,935.2,217.8,305.3,482.9,450.7,1265.8,1830.5,511.3,414.3,661.6,2491.8,422.2,1789.2,1210.1,3172.6,5636.3,470.2,1895.6,235.5,542.3,783.6,63.4,363.2,841.2,142.6,1526.7,,,93,16698.7,80559.2,3189,4195.3,1532.7,4518.5,1743,1571.9,1036,5607.8,6455.1,902.1,2543.7,1950.1,3885.1,4461.4,1589,2428.7,1171.2,2111.8,3454.3,2036.2,579.1,579.4,3452.3,3522.8,708.7,308.4,493.5,23.79,15.47,26.05,268.29,58.96,20.13,14.91,24.81,298.36,57.51,0.09,0.1,0.31,0.17,0.1,0.21,0.23,0.33,0.49,0.06,0.26,0.12,0.24,0.6,0.1,0.64,0.18,0.15,99,77.9,77,76.2
Apr-13,471.2,834.2,848.2,1304.3,316.7,440.9,213.1,79.7,596.8,908.3,873.4,470.3,851,219.1,290,469.1,444.5,1312.3,1799.4,517.8,476.3,646.5,2400.8,308.7,1539,1123.6,2877.6,4628.6,427.3,1974.8,186.3,530.5,756.5,84.5,313.5,743.4,140.8,1572.7,,,93.1,12307.6,70933.1,2902.2,4173.7,1628.8,4471.7,1658.3,1276.5,934.1,5182.9,5421.8,942.2,2767.5,1676.9,3917.2,4198.3,1608,2224.8,1155.2,2145.8,3448.9,1776.4,556.3,600.5,3320.2,3728.7,706,254.1,467.9,24.7,16.53,27.37,281.15,59.44,20.94,15.95,25.95,310.76,57.73,0.02,-0.14,-0.09,0.12,-0.09,-0.04,-0.11,-0.07,-0.22,-0.09,-0.22,-0.06,-0.01,-0.26,-0.12,-0.56,0.09,-0.03,94.7,80.3,77.6,77.7
May-13,478.4,916.9,914.3,1389.8,374.8,481.8,213.7,88.2,649.4,940.4,894.8,464.3,819.1,228.4,316.8,501.4,457.8,1283.9,1874.5,545.8,506.5,659.3,2395.7,224.6,1489.7,1202.2,2860.9,4944,383.1,2114.6,201.9,551.7,813.8,67.4,270,778.6,149.6,1668.8,,,93.4,12308.6,74967.2,3071.8,4386.1,1836.5,4780.1,1655.2,1302.2,1078.9,5628.5,5707.3,887.6,2219,1657.8,3893.8,4480.6,1617.8,2302.8,1078.6,2254.9,3586.1,2409.8,575.9,668,3412.4,3699.5,685.7,261.9,511.1,24.7,16.97,27.74,286.05,59.3,21.39,16.59,27.39,319.7,57.42,0.01,0.15,0.09,0.01,0,0.05,0.15,0.22,0.35,0.03,0,0.02,0.08,-0.26,-0.12,0.25,-0.03,0.08,100,84.9,79.2,80.7
Jun-13,518,824,822.6,1275.2,344.8,441.7,222.1,83.5,608.8,885.2,910.7,386.7,790.6,208.4,289.9,507.7,441.3,1262.7,1816.1,521.1,503.7,631.1,2417.1,279.4,1607.6,1195.8,3135.9,5093,431.6,2367.7,300.8,527.3,742.6,76.6,304,812.3,156.6,1658.7,,,93.4,12516.8,67795.4,3034.4,4299.4,1925.1,4559.6,1689.5,1390.6,914.2,5031.8,6029.4,888.7,2307,1809.6,3953,4429.3,1645.3,2323.7,1283.1,2308.6,3638.5,2616.1,573.4,638.3,3462.4,3635.3,770,317.6,481.8,25,17.27,28.43,291.62,59.58,22.37,16.87,26.84,329.23,57.88,-0.09,-0.19,-0.08,-0.07,-0.21,0,-0.19,0.03,-0.03,0.02,0.17,-0.05,-0.06,0.08,0.04,0.48,0.06,-0.08,100.3,89.8,77.9,82.4
Jul-13,485.1,969.6,870.5,1329.3,466.5,458.1,277.1,90,665.8,958,903.9,400.2,815.6,163.3,309.1,520.1,445.7,1296.3,1958.3,577.1,559.1,664.9,2518.3,273.8,1569.9,1150.5,3154.1,5354.7,397.3,1839,189.5,600.6,768.1,79.4,311.2,831.7,162.6,1681.6,,,93.9,12171.8,79586.1,3223.8,4638.6,2030.5,4885.8,1623.1,1249.9,902.1,5049.7,5406.6,976.5,2655.9,1712.8,3975,4489,1480.3,2197.6,1360.9,2458,3730.1,2940.1,638.4,616.9,3556.6,3935.5,757.5,264.9,494.4,31.24,21.45,36.93,332.92,59.16,24.75,18.38,27.73,344.99,57.43,0.03,0.31,0.07,-0.11,0.03,0.01,0.01,0.15,0.1,0.03,-0.17,0.03,0.17,0.09,0.2,-0.49,0.17,0.06,102.8,89.6,78.8,82.5
Aug-13,462.5,837.2,843,1340.6,370.7,444.8,271.5,83.2,601.8,881,900.2,394.3,807.3,160.7,295.6,510.2,423,1176.5,1746.3,569.6,537.9,583.5,2376.5,185.9,1358.8,1142.7,2733.7,3514.3,294,1791,184.2,600.1,728.7,71.7,301,766.8,162.5,1668.8,,,94.2,10117.5,73653,3017.1,4455.7,2044.6,4963.4,1532.6,1280.9,1023.6,4755.8,5337.7,905,2164.8,1559.2,3615.1,4451,1571.7,2264.4,1320.7,2417.6,3626.6,2922.5,604.7,663.1,3417.4,4523.5,580.6,242,480.6,25.77,18.82,31.3,309.06,59.03,21.77,17.56,28.09,340.71,57.35,0,-0.29,-0.17,0.11,-0.16,-0.09,-0.02,-0.34,0.18,0,-0.13,-0.13,-0.12,-0.28,-0.51,-0.1,0.04,-0.16,98.7,85.2,77.9,79
Sep-13,475.5,804.5,890.9,1405.9,315.2,459.7,258.2,92.6,630.5,916.8,978.8,348.9,803.4,149.1,289.2,526.8,489.2,1350.8,1827.8,578.1,541.7,633.9,2755.9,213.7,1572.6,1193.8,3048.4,5676.4,402.3,2167.1,217.7,641.9,788,69.8,350.1,863.3,157,1570.7,,,94.2,16700.6,78133.5,3054.5,4312.3,1834.1,4581,1867,1601.3,980.7,5030.6,6004.6,980,2293.3,1828.3,4112.5,4797.8,1544,2563.1,1436.9,2378.5,3895.8,2654,597.6,657.3,3644.6,5758.7,659,294.8,464.7,27.08,18.56,31.57,303.52,58.87,22.22,17.07,28.29,328.15,57.24,0.11,0.38,0.18,0.07,0.2,0.07,0,0.11,-0.33,0.12,0.21,0.09,0.12,0.16,0.32,0.16,-0.05,0.02,96.9,89.9,82,81.4
Oct-13,529.4,868.7,971.4,1536,329.6,511.6,273.9,100.4,651.6,1000.2,1038.3,395,853.7,201.1,302.9,546.6,463.1,1357.4,1975.1,690.6,572.3,697.2,2777.7,221.2,1557.2,1235,3229.7,5685,345.7,2202.5,219.2,715.5,834.3,73.7,338.6,831.5,164.2,1702.3,,,94.6,12761.8,80270.8,3270.5,4489,1812,4723.8,1941.5,1444.6,1023.8,5030.6,5849.6,1065.1,2725.5,1941.6,4064.9,4502.1,1703.5,2500.9,1539.7,2422,4130.3,2186.5,609.1,641.3,3805,6246.9,878.3,296,511.8,27.66,18.21,31.04,292.9,58.29,23.16,17.01,29.38,321.43,56.45,0.11,-0.08,0.14,0.1,0.04,0.02,0.16,0.08,-0.17,0.1,-0.13,0.03,0.03,0.13,-0.12,-0.12,-0.01,0.15,98.5,92.4,87.1,85.1
Nov-13,462.2,810.7,926.4,1450.9,317.1,481.5,272.5,95.5,585.6,957.3,948.9,368.1,830.5,168.9,278.6,517,428.7,1156.5,1859.3,657.1,531.7,610.8,2525.1,238.4,1521.3,1171.5,3014.5,5598.8,298,2130.5,183.3,669.1,813.8,74.2,327.1,789.4,156.8,1647,,,94.4,12135.5,80269.1,3132.3,4259.6,1570.9,4626.6,1818.8,1572.3,1179.1,5037.9,6225.3,907.3,2464.3,1793.8,4046.4,4536,1606.4,2677.1,1400.8,2331.8,4000.7,1623.3,594,665.8,3936.2,3955.1,694.1,299.6,487.1,26.26,16.92,29.48,279.21,58.21,21.98,15.98,27.1,310.71,56.64,-0.09,0.03,-0.13,0.27,-0.15,-0.04,0.03,-0.22,-0.06,-0.07,-0.05,-0.01,-0.15,-0.25,-0.34,0.01,-0.15,-0.12,102.3,102.8,98.5,99
Dec-13,347.8,854.4,936,1420.4,348.3,372.1,221.6,77.2,439.7,841.9,859.7,384.5,717.3,158,206.2,467.1,372.1,1147.5,1453.2,507.1,378.5,474.4,2121.6,349.2,1590.8,1025.7,2830.6,4216.2,399,2750.5,214.1,513.9,723.2,67.5,422.9,985,146.2,1494,,,94.1,10716.6,74311.7,2873.1,4110,1473,5104.5,1649.6,1787.6,990.7,5018.8,6600.8,1048.6,2327.4,1842.8,3769.8,4295.4,1714,2693.6,1363.6,2109.9,3870.4,1672.4,631,699.7,3967.4,3818.4,724.7,305.4,506.3,23.29,13.92,26.48,267.74,58.85,19.18,13.05,24.9,296.64,57.33,0.33,0,-0.19,-0.14,-0.23,-0.09,-0.07,-0.26,0.17,-0.06,0.15,-0.07,-0.08,0.08,-0.23,0.37,-0.08,-0.05,115,131.6,115.2,127.9
Jan-14,407.2,791.2,845.2,1293.6,286.1,447.9,220.5,85.8,598.2,917.2,814.3,424.8,942.9,181.4,266.6,462.8,451.1,1135.1,1915.7,569.6,501.4,578,2405.5,146.5,1433,1068.1,2845.9,5189.7,265,1572,179.8,551.8,735.7,50.2,335.2,752.1,161.4,1647.4,,,94.6,12150,73943.9,3058.8,4289.5,1322.8,4265.5,1482.8,1222.2,971.2,4822.3,5671.7,958.2,2475.6,2096.5,3831.2,4129,1487.6,1965.1,1288.9,2117.8,3758.1,1786.5,601.9,678.2,3479.3,3977.7,692.8,287.1,503.3,25.19,15.62,28.62,259.71,58.58,21.84,14.89,26.83,293.1,57.42,-0.36,-0.15,0.05,0.1,0.13,-0.11,-0.06,-0.02,-0.52,-0.04,-0.21,0.04,-0.05,0.16,0.29,-0.26,-0.03,0.07,93.1,74.3,88.5,73.3
Feb-14,427.8,758.9,807.7,1286.4,280,438.2,233.4,74.9,619.9,845.6,827.8,422.2,801.4,184.5,275.8,439.4,397.4,1123.7,1883.1,589.1,506.4,556.5,2408.2,156.3,1377.5,1040.4,2882.6,5353.3,295.9,1560.8,175.1,581.6,726.4,82.2,306.4,737.2,161.4,1527.5,,,94.9,10629,69588.4,3009.8,4014.2,1377,4229.9,1515.7,1169.6,1072.5,4753.9,5599.9,908.6,2201,1834.3,4043.5,4293.2,1601.6,2204.3,1408.2,2071.2,3857.5,1822.3,553.2,690.8,3502.7,3555.6,651.4,287.6,482.3,26.51,17.16,31.46,279.47,58.41,22.71,16.09,29.3,311.01,57.36,-0.11,0.1,-0.1,0.17,-0.07,0.01,-0.1,-0.08,0.1,-0.06,-0.16,-0.08,-0.18,-0.22,-0.32,-0.1,-0.08,-0.23,97.6,72.9,83.3,77.9
Mar-14,546.4,881.8,873.1,1398.6,351.1,458.6,257.3,73.9,693.3,892.3,911.9,481.8,889.6,251.4,303.7,490.2,439.3,1293.1,2063.6,662.7,578.7,601.8,2702.6,238,1761.2,1247.9,3306,6323.4,428.1,1895.7,294.9,630.4,805.2,78.6,387,1022.4,159.8,1672.4,,,95.6,19637.1,78561.7,3352,4430.4,1496.6,4899.8,1662.1,1498.2,1070.4,5160.3,6902.6,978.7,2707.1,1956.8,4448.7,5031,1670.8,2536.4,1653.9,2300.5,4307.2,2071.8,586.7,693.7,3921.2,3908.4,773.4,307.9,528.1,26.48,17.5,31.59,286.04,58.7,23.45,16.81,31.49,326.46,58.12,0.1,0.21,0.33,-0.02,0.08,0.22,0.07,0.42,0.63,0.13,0.29,0.14,0.3,0.55,0.29,0.29,0.33,0.23,94.7,81.9,80.8,89.2
Apr-14,503.5,869.9,902.1,1362.9,375.9,438.9,257.3,67.1,665.8,899.7,817.5,462.5,873,230.1,299.7,460.1,402.2,1193.2,1987,618.9,582.6,549.2,2490.7,178.2,1483.5,1040.5,2942.7,5323.2,372.5,1669.6,207.5,598.9,768.7,73.7,304.5,768,149.9,1598.3,,,95.6,13269.9,71776.2,3251.9,4433.9,1693,4867.1,1501.8,1388.6,978.9,4704.2,5835.6,974.4,2757,1709.1,4124.5,4464.4,1611,2288.2,1534.9,2285.4,4004.4,2078.1,558.4,669.1,3682,3934.3,676.8,270.6,520,27.09,18.12,32.41,294.65,58.92,23.73,17.43,32.15,331.02,58.2,0.03,-0.14,-0.13,0,-0.01,-0.11,-0.1,-0.17,-0.15,-0.2,-0.15,-0.07,-0.05,-0.26,-0.14,-0.07,0.01,-0.07,100,89.6,86,87.5
May-14,541.9,878,870.9,1336.6,400,449.9,303.2,81.8,674.5,929.6,839.7,392.5,841,203.6,286.9,509.5,423.3,1130.8,2006.6,605.3,597.3,555.6,2513.1,193.2,1406,1068.1,3108.2,5099.5,352,2034.7,179.2,600,799.6,63.6,320.2,791.1,156.2,1593.2,,,95.9,13335.6,74709.3,3459.9,4626.2,1901.6,5092.5,1578.5,1261.3,1090,4776.7,6161,924.6,2161.2,1698,4429.5,4685.6,1621.8,2377.1,1352.1,2436,4159.8,2574.9,582.1,692.8,3983.1,3880.7,660.7,342.7,564.8,26.51,18.24,32.32,293.28,58.98,23.31,17.5,32.24,332.68,58.15,-0.09,-0.07,0,-0.03,0.06,0.01,0.08,0.25,0.32,0.02,-0.01,0.05,0.06,-0.19,0,-0.02,-0.01,0.12,97.9,91.7,84.6,90.1
Jun-14,529.2,876.9,880.7,1325.2,408,430.3,243.6,84.2,685.2,935.3,866.8,348.8,829.9,177.1,299.4,525.4,425.3,1180.1,2063.4,607.6,597.7,588.3,2615.3,266.3,1587.9,1202.9,3394.9,5703.3,502.1,2046.3,218.3,634.4,772.1,60.4,383.7,869.3,150.1,1630.2,,,96,13917.2,70123.8,3436.1,4737.3,1934,4914.5,1634.6,1351.9,959.7,4930.3,6463.5,1029.4,2430.7,1991.2,4307.9,5170.8,1663.6,2413.5,1511.6,2553.9,4249.2,2792.6,570,743.5,4123.8,3823.9,637.5,395.6,534.7,27.24,19.19,33.55,297.52,59,24.06,18.32,32.81,338.36,58.1,-0.09,0.07,0.03,0.03,-0.02,0.05,-0.14,0.18,-0.25,0.08,0.25,0.05,0.07,0.14,0.08,0.27,-0.15,0.04,98.5,95,83.5,92.9
Jul-14,543.3,892.5,961,1351.5,452.3,436.8,250.6,84.2,731.5,985.6,856.5,394.8,827.2,182,317.6,512.2,449,1228.2,2135,643.6,681.4,573.2,2716.7,165.8,1476,1109,3256.1,5527.9,420.1,1792.6,192.6,662.2,850.5,56.4,294,844.9,154.5,1688.9,,,96.3,13416.3,73061,3603.1,4975.7,2069.3,5271.1,1529.9,1216.6,956.4,4793.2,5935.9,1024.8,2575.6,1826.4,4308.8,4948.7,1555.7,2354.3,1643.6,2727.9,4336.4,3272.5,597.5,644.7,4108.8,4005.2,621.5,362.1,570.7,28.31,20.35,34.91,305.41,58.63,25.2,19.32,33.97,347.3,57.73,-0.03,-0.11,0.03,0.05,-0.03,0.01,0.12,0.1,0.37,-0.01,-0.2,-0.03,0.06,0,0.25,-0.22,0.01,0.08,97.9,93.7,85.3,93.3
Aug-14,493.6,825.3,901.7,1298.1,408,392.3,245.9,73.6,631,927.8,851.6,323.9,804.8,137.7,274.5,477.4,382.3,1155.9,1895.7,579.5,627,490.3,2400.5,188.9,1372.1,1005.4,2621.3,3334.4,431.7,1768.6,157.9,645.9,717.2,66,309.7,859.6,156.4,1582.6,,,96.3,10792,66830.3,3307.4,4777.3,2115.7,5250.1,1401.6,1248.4,1047.1,4760.2,5750.7,916.6,2219,1573.3,3771.8,4537.4,1624.1,2274.5,1453.1,2612.2,3986.2,3252.4,570.4,703,3801.9,4535,574.8,327.1,546.1,25.75,19.16,33.69,307.09,58.47,22.42,18.22,32.52,342.79,57.55,0.01,-0.21,-0.24,-0.11,-0.26,-0.1,-0.12,-0.33,0.15,-0.17,-0.1,-0.12,-0.13,-0.36,-0.54,-0.41,-0.11,-0.16,95,92.9,87.2,86.2
Sep-14,541.7,906.5,1002.1,1454.7,372.8,462.4,255.2,85.8,697.6,972,1012.5,375.2,886.4,175.4,302.7,515.5,440.8,1254.5,2069.8,678.8,653.6,677.8,2726.3,197.4,1752.9,1202.2,3312.9,5973.3,400,2089.4,224.2,698,821,66.8,326.8,1007.4,160,1659.2,,,96.4,18551.5,73941.2,3489.9,4928.3,1981.6,5019,1797.4,1516.8,999,5083.2,6784.7,995,2495.6,1898.3,4352.7,5181.8,1637.2,2696.7,1570.1,2717.6,4365.4,2963.5,582.1,652.3,4140.2,6352.7,633.8,387.6,559.1,28.34,20.13,35.46,302.87,58.24,24.98,18.84,34.55,339.17,57.54,0.11,0.11,0.32,0.16,0.25,0.12,0.15,0.24,-0.37,0.32,0.25,0.16,0.15,0.38,0.43,0.3,0.08,0.16,94.2,87.9,90.2,87.5
Oct-14,551.4,923.3,1055.1,1549.3,360,443.4,259.6,96.6,702,1035.5,1048.2,377.7,837.1,162.2,311.7,530.4,480.1,1182.6,2206.7,679.7,657,627.4,2768.2,205.2,1665.3,1134.3,3162.8,5722.4,375,2086.7,199.6,782.1,844.7,47.4,400,857.8,163.4,1721.8,,,96.8,13566.1,73405,3689,5090.4,1890.1,5104.4,1814.8,1502.4,1055.3,5058.5,6741,1116.6,2918.8,2059.3,4522.2,5067.4,1643.5,2764.3,1526.2,2625.3,4602.7,2368.5,556,737,4236.3,6343.7,723.3,405,589.6,28.73,19.45,35.01,294.55,57.66,24.26,18.29,34.85,337.36,57.53,0.02,-0.05,0.1,-0.2,0.18,-0.01,0.14,-0.03,0.01,-0.03,-0.16,-0.06,0.01,0.01,-0.03,-0.06,0.12,0.03,96.4,95.4,98.5,93.5
Nov-14,488.2,865.1,1008.8,1419.3,326.1,408.5,263.2,80.8,633.9,933.3,945.5,375.2,764.8,159.3,277.7,487.1,417.4,1103.4,1956.6,642.6,579.2,560,2620.6,248,1611.7,1127.3,2868.9,5656.9,347.2,1892.9,184.8,717.1,834.3,58.5,377.3,847.8,169.8,1550.1,,,96.9,12477.1,69660.7,3457.7,4613.3,1618.9,4815.6,1710.8,1547.8,1207.7,4993.3,6520.6,957,2481.2,1856,4189,4760.9,1711.2,2843.4,1628.6,2435.5,4459.9,1609.1,560.6,651.5,4000.1,4002.9,659.5,373.8,538.8,27.5,18.01,33.13,279.66,57.73,23.28,16.92,32.35,324.15,57.34,-0.14,0.03,-0.26,0.2,-0.18,-0.1,-0.15,-0.28,-0.29,-0.06,-0.06,-0.12,-0.13,-0.4,-0.2,0.06,-0.26,-0.17,100.1,110,114.7,110.4
Dec-14,421.8,971.9,1045.3,1449.5,415.4,351.5,220.3,74.2,492.8,855.4,874,393,711.9,140.7,213.8,451.8,417.1,1093.8,1669.6,532.6,478.2,458.5,2254.2,342.7,2003.1,1092.3,2995.6,5087.8,466.6,2818.6,203.1,558.9,747.5,97.6,450.4,915.1,151.8,1430.1,,,97,11435,73645.4,3332.4,4799.6,1633.2,5502.8,1594.6,1881.6,1030.7,5229.7,7260.8,1086.1,2625.7,1917.6,4488.3,5073.8,1823.6,2691.1,1686.9,2348.5,4300.1,2010.6,584.4,673.1,4180.5,3673,747,448.6,601.8,24.98,15.32,29.62,263.38,58.21,21.31,14.57,29.11,308.52,58.06,0.33,0.02,-0.05,-0.13,-0.1,-0.02,0.15,-0.14,0.23,0.03,0.09,0,-0.01,0.19,-0.09,0.3,-0.13,-0.06,109.8,134.8,120,139.6
Jan-15,452.7,793.5,768.5,1260.7,282.8,357.9,224.7,80.5,573.1,927.7,838.2,417.9,800.2,152.9,260.1,446.4,523.3,1142.8,1777.8,570.7,505.9,469.7,2417.3,133.7,1390.6,996.2,2431.7,5329.6,302.3,1651.2,176.1,629.3,704.7,67.9,249.5,685.5,161.4,1483.5,,,97,12453.9,65219.2,3236,4454.8,1427.8,4480.7,1353.1,1486.3,987.9,4834.9,5836.9,1082.3,2527.3,2015.3,4100.9,4359.7,1374.7,2307.5,1465.8,2386.1,3935.8,1969.2,553.2,654.6,3580.6,3956.7,652.8,359.4,548.7,,,,,,,,,,,-0.39,-0.29,-0.09,0.09,0.13,-0.21,-0.2,-0.05,-0.45,-0.14,-0.2,-0.09,-0.13,0.05,0.22,-0.33,0.02,0.02,90.9,80,95.3,78.5
Feb-15,536.2,818.6,732.5,1300.1,300,374.3,241.6,75.1,627.6,873.3,822.9,419.7,757.2,191.5,278.1,429.4,523.9,1032,1850.5,585.9,553,505.7,2487.4,203.9,1367.8,1062.3,2604.3,5749,358.2,1674.7,181.4,609.4,709.6,79.8,330,753.7,157.3,1458.4,,,97.3,11360.3,62068.8,3209.5,4261.9,1557.6,4493,1423.7,1548.7,1127.6,4842.2,6163.2,1005.1,2390.5,1908.2,4275,4487.2,1480.8,2448.9,1328.3,2336.4,4075.7,2046.1,523.3,631.9,3523.2,3495.2,698.6,354.2,556.1,,,,,,,,,,,-0.13,-0.08,0.02,0.04,-0.07,0.08,-0.11,-0.06,0.03,-0.08,-0.03,-0.03,-0.03,-0.18,-0.32,-0.24,-0.08,0.05,95,78,87.5,83.1
Mar-15,624.1,970.1,800.4,1429,380.7,409.3,289.7,89.6,725.8,954.4,975.1,483.5,828.3,201.1,320.7,496.4,565.9,1326.4,2089.3,666.4,629.3,558.7,2902.2,248.2,1814.9,1285.6,3186.5,6562.2,541.7,2176.4,228,724.7,803.3,116.8,419.3,1079.6,175.4,1587.2,,,97.5,21014.9,69276,3583.7,4765.6,1797.7,5065.4,1603.2,2036.1,1086.2,5392.9,7104.3,1071.2,2869.4,2141,4946.2,5111,1857.1,2861.5,1511.7,2620.5,4565.7,2316.3,581.9,662.3,4442.1,3931.2,856.3,464.6,583.1,,,,,,,,,,,0.09,0.15,0.41,-0.04,0.32,0.26,0.09,0.43,0.45,0.19,0.37,0.25,0.26,0.62,0.37,0.22,0.36,0.26,98.3,85.8,90.4,88.3
Apr-15,508.3,900.1,763.9,1300.4,405,385.4,269,75.2,719.6,915.6,829.5,441.5,825.6,224.6,302.2,462.8,535.6,1096.5,1872.5,630.9,596.6,515.6,2619.2,185.3,1528.1,1072.2,2719.5,5350.6,398.8,1838.3,179.1,642.5,737.2,85.8,329.9,854.4,175.2,1663.5,,,98,14167.5,65929.9,3375.9,4583.6,1927.6,5075.7,1487.4,1572.2,1022.2,4842.9,6345.9,1046.3,3066.5,1823.5,4347.1,4555.9,1468.2,2412.5,1340.3,2482.2,4135.9,2204.8,557.4,672.6,3886.2,3741.3,759.7,352.4,568.6,30.18,19.32,39.28,264.22,59.01,22,15.62,32.27,267.1,56.71,-0.05,-0.31,-0.26,0.23,-0.18,-0.14,-0.08,-0.24,0.11,-0.2,-0.21,-0.17,-0.17,-0.39,-0.19,-0.17,-0.01,-0.17,94.7,93.9,89.4,89.4
May-15,485.6,882.1,757.3,1320.7,396.2,365,275.3,93.9,687.8,881.4,800.5,408.2,795.5,138,271.8,433.4,493.5,1150.8,1839.3,601.8,580.6,468.1,2522.2,162,1386.9,1044.1,2527.1,5339.5,343.5,2156.3,176,612.7,691.8,81.4,306.6,837.7,174.3,1602.3,,,97.9,14004.2,61221.4,3366.7,4620,2070.8,5230.6,1446.2,1632.5,1169.9,5029.7,6206.6,1054.4,2353.8,1776.1,4573,4504.7,1776.4,2462.3,1364.9,2526.1,4221.7,2750.2,558.4,657.9,4102.9,3788.6,684.3,347.1,595.1,29.18,19.33,39.38,266.31,58.98,21.26,15.63,32.6,271.06,56.82,-0.08,0.03,-0.1,-0.01,-0.04,-0.01,-0.01,0.08,0.24,-0.02,-0.1,-0.07,-0.03,-0.22,-0.06,0.21,-0.09,-0.03,99.1,95.1,87.9,91.5
